senator_id,name,full_name,birthdate,gender,race_ethnicity,education,committee_roles,religion
Rand_Paul_KY,Rand Paul,Rand Paul,1963-01-07,Male,,"[{""degree"": null, ""institution"": ""baylor university"", ""year"": null}, {""degree"": ""MD"", ""institution"": ""duke university"", ""year"": null}]","Senate Committee on Foreign Relations|Africa and Global Health Policy|Europe and Regional Security Cooperation|Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy|State Department and USAID Management, International Operations, and Bilateral International Development|Senate Committee on Health, Education, Labor, and Pensions|Education and the American Family|Primary Health and Retirement Security|Senate Committee on Homeland Security and Governmental Affairs (Chairman)|Permanent Subcommittee on Investigations (Ex Officio)|Disaster Management, District of Columbia, and Census (Ex Officio)|Border Management, Federal Workforce, and Regulatory Affairs (Ex Officio)|Senate Committee on Small Business and Entrepreneurship",Presbyterian
Raphael_Warnock_GA,Raphael Warnock,Raphael Warnock,1969-07-23,Male,,"[{""degree"": ""BA"", ""institution"": ""morehouse college"", ""year"": null}, {""degree"": ""PHD"", ""institution"": ""union theological seminary"", ""year"": null}]","Senate Committee on Agriculture, Nutrition, and Forestry|Conservation, Forestry, Natural Resources, and Biotechnology|Food and Nutrition, Specialty Crops, Organics, and Research|Rural Development, Energy, and Credit|Senate Committee on Banking, Housing, and Urban Affairs|Economic Policy (Ranking Member)|Financial Institutions and Consumer Protection|Securities, Insurance, and Investment|Senate Committee on Finance|Health Care|International Trade, Customs, and Global Competitiveness (Ranking Member)|Taxation and IRS Oversight|Senate Special Committee on Aging",Baptist
Richard_Blumenthal_CT,Richard Blumenthal,Richard Blumenthal,1946-02-13,Male,,"[{""degree"": ""BA"", ""institution"": ""harvard university"", ""year"": null}, {""degree"": null, ""institution"": ""trinity college cambridge"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""yale university"", ""year"": null}]","Senate Committee on Armed Services|Airland|Personnel|Seapower|Senate Committee on Homeland Security and Governmental Affairs|Permanent Subcommittee on Investigations (Ranking Member)|Disaster Management, District of Columbia, and Census|Senate Committee on the Judiciary|Antitrust, Competition Policy, and Consumer Rights|Crime and Counterterrorism|Federal Courts, Oversight, Agency Action, and Federal Rights|Privacy, Technology, and the Law|Senate Committee on Veterans' Affairs (Ranking Member)|United States Senate Caucus on International Narcotics Control",Jewish
Rick_Scott_FL,Rick Scott,Rick Scott,1952-12-01,Male,,"[{""degree"": null, ""institution"": ""university missouri\u2013kansas citybba"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""southern methodist university"", ""year"": null}]","Senate Committee on Armed Services|Personnel|Readiness and Management Support|Seapower (Chairman)|Senate Committee on Foreign Relations|Near East, South Asia, Central Asia, and Counterterrorism|State Department and USAID Management, International Operations, and Bilateral International Development|Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues|Senate Committee on Homeland Security and Governmental Affairs|Permanent Subcommittee on Investigations|Disaster Management, District of Columbia, and Census|Senate Committee on the Budget|Senate Special Committee on Aging (Chairman)",Protestant unspecified
Roger_Marshall_KS,Roger Marshall,Roger Marshall,1960-08-09,Male,,"[{""degree"": null, ""institution"": ""butler community college"", ""year"": null}, {""degree"": ""BS"", ""institution"": ""kansas state university"", ""year"": null}, {""degree"": ""MD"", ""institution"": ""university kansas"", ""year"": null}]","Senate Committee on Agriculture, Nutrition, and Forestry|Conservation, Forestry, Natural Resources, and Biotechnology (Chairman)|Food and Nutrition, Specialty Crops, Organics, and Research|Senate Committee on Finance|Energy, Natural Resources, and Infrastructure|Health Care|International Trade, Customs, and Global Competitiveness|Senate Committee on Health, Education, Labor, and Pensions|Employment and Workplace Safety|Primary Health and Retirement Security (Chairman)|Senate Committee on the Budget",Nondenominational
Roger_Wicker_MS,Roger Wicker,Roger Wicker,1951-07-05,Male,,"[{""degree"": ""BA"", ""institution"": ""university mississippi"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""university mississippi"", ""year"": null}]","Senate Committee on Armed Services (Chairman)|Airland (Ex Officio)|Cybersecurity (Ex Officio)|Emerging Threats and Capabilities (Ex Officio)|Personnel (Ex Officio)|Readiness and Management Support (Ex Officio)|Seapower (Ex Officio)|Strategic Forces (Ex Officio)|Senate Committee on Commerce, Science, and Transportation|Telecommunications and Media|Coast Guard, Maritime, and Fisheries|Surface Transportation, Freight, Pipelines, and Safety|Senate Committee on Environment and Public Works|Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight|Clean Air, Climate, and Nuclear Innovation and Safety|Transportation and Infrastructure|Senate Committee on Rules and Administration|Senate Select Committee on Intelligence (Ex Officio)|Commission on Security and Cooperation in Europe (Cochairman)",Baptist
Ron_Johnson_WI,Ron Johnson,Ron Johnson,1955-04-08,Male,,"[{""degree"": ""BS"", ""institution"": ""university minnesota"", ""year"": null}]","Senate Committee on Finance|Fiscal Responsibility and Economic Growth (Chairman)|Health Care|Taxation and IRS Oversight|Senate Committee on Homeland Security and Governmental Affairs|Permanent Subcommittee on Investigations (Chairman)|Border Management, Federal Workforce, and Regulatory Affairs|Senate Committee on the Budget|Senate Special Committee on Aging",Lutheran
Ron_Wyden_OR,Ron Wyden,Ron Wyden,1949-05-03,Male,,"[{""degree"": null, ""institution"": ""university california santa barbara"", ""year"": null}, {""degree"": ""BA"", ""institution"": ""stanford university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""university oregon"", ""year"": null}]","Senate Committee on Energy and Natural Resources|Energy|Public Lands, Forests, and Mining|Water and Power (Ranking Member)|Senate Committee on Finance (Ranking Member)|Energy, Natural Resources, and Infrastructure (Ex Officio)|Fiscal Responsibility and Economic Growth (Ex Officio)|Health Care (Ex Officio)|International Trade, Customs, and Global Competitiveness (Ex Officio)|Social Security, Pensions, and Family Policy (Ex Officio)|Taxation and IRS Oversight (Ex Officio)|Senate Committee on the Budget|Joint Committee on Taxation|Senate Select Committee on Intelligence",Jewish
Ruben_Gallego_AZ,Ruben Gallego,Ruben Gallego,1979-11-20,Male,,"[{""degree"": null, ""institution"": ""harvard university"", ""year"": null}]","Senate Committee on Banking, Housing, and Urban Affairs|Financial Institutions and Consumer Protection|Housing, Transportation, and Community Development|Senate Committee on Energy and Natural Resources|Energy (Ranking Member)|National Parks|Water and Power|Senate Committee on Homeland Security and Governmental Affairs|Border Management, Federal Workforce, and Regulatory Affairs|Senate Committee on Veterans' Affairs|Commission on Security and Cooperation in Europe|Digital Assets (Ranking Member)",Catholic
Sheldon_Whitehouse_RI,Sheldon Whitehouse,Sheldon Whitehouse,1955-10-20,Male,,"[{""degree"": ""BA"", ""institution"": ""yale university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""university virginia"", ""year"": null}]","Senate Committee on Environment and Public Works (Ranking Member)|Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight (Ex Officio)|Clean Air, Climate, and Nuclear Innovation and Safety (Ex Officio)|Fisheries, Wildlife, and Water (Ex Officio)|Transportation and Infrastructure (Ex Officio)|Senate Committee on Finance|Health Care|International Trade, Customs, and Global Competitiveness|Taxation and IRS Oversight|Senate Committee on the Budget|Senate Committee on the Judiciary|Federal Courts, Oversight, Agency Action, and Federal Rights (Ranking Member)|Border Security and Immigration|Intellectual Property|the Constitution|United States Senate Caucus on International Narcotics Control (Chairman)|Commission on Security and Cooperation in Europe",Episcopalian
Shelley_Moore_Capito_WV,Shelley Moore Capito,Shelley Moore Capito,1953-11-26,Female,,"[{""degree"": ""BA"", ""institution"": ""duke university"", ""year"": null}, {""degree"": null, ""institution"": ""university virginia"", ""year"": null}]","Senate Committee on Appropriations|Commerce, Justice, Science, and Related Agencies|Department of Defense|Department of Homeland Security|Department of Interior, Environment, and Related Agencies|Departments of Labor, Health and Human Services, and Education, and Related Agencies (Chairman)|Transportation, Housing and Urban Development, and Related Agencies|Senate Committee on Commerce, Science, and Transportation|Aviation, Space, and Innovation|Telecommunications and Media|Consumer Protection, Technology, and Data Privacy|Surface Transportation, Freight, Pipelines, and Safety|Senate Committee on Environment and Public Works (Chairman)|Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight (Ex Officio)|Clean Air, Climate, and Nuclear Innovation and Safety (Ex Officio)|Fisheries, Wildlife, and Water (Ex Officio)|Transportation and Infrastructure (Ex Officio)|Senate Committee on Rules and Administration",Presbyterian
Steve_Daines_MT,Steve Daines,Steve Daines,1962-08-20,Male,,"[{""degree"": ""BS"", ""institution"": ""montana state university"", ""year"": null}]","Senate Committee on Energy and Natural Resources|National Parks (Chairman)|Public Lands, Forests, and Mining|Water and Power|Senate Committee on Finance|Energy, Natural Resources, and Infrastructure|Health Care|International Trade, Customs, and Global Competitiveness|Senate Committee on Foreign Relations|Africa and Global Health Policy|Europe and Regional Security Cooperation (Chairman)|Near East, South Asia, Central Asia, and Counterterrorism|Senate Committee on Indian Affairs",Presbyterian
Susan_Collins_ME,Susan Collins,Susan Collins,1952-12-07,Female,,"[{""degree"": ""BA"", ""institution"": ""st lawrence university"", ""year"": null}]","Senate Committee on Appropriations (Chairman)|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies|Commerce, Justice, Science, and Related Agencies|Department of Defense|Energy and Water Development (Ex Officio)|Financial Services and General Government|Department of Homeland Security (Ex Officio)|Department of Interior, Environment, and Related Agencies (Ex Officio)|Departments of Labor, Health and Human Services, and Education, and Related Agencies (Ex Officio)|Legislative Branch (Ex Officio)|Military Construction, Veterans Affairs, and Related Agencies|State, Foreign Operations, and Related Programs (Ex Officio)|Transportation, Housing and Urban Development, and Related Agencies|Senate Committee on Health, Education, Labor, and Pensions|Primary Health and Retirement Security|Senate Select Committee on Intelligence",Catholic
Tammy_Baldwin_WI,Tammy Baldwin,Tammy Baldwin,1962-02-11,Female,,"[{""degree"": ""BA"", ""institution"": ""smith college"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""university wisconsin\u2013madison"", ""year"": null}]","Senate Committee on Appropriations|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies|Department of Defense|Energy and Water Development|Department of Interior, Environment, and Related Agencies|Departments of Labor, Health and Human Services, and Education, and Related Agencies (Ranking Member)|Military Construction, Veterans Affairs, and Related Agencies|Senate Committee on Commerce, Science, and Transportation|Telecommunications and Media|Consumer Protection, Technology, and Data Privacy|Coast Guard, Maritime, and Fisheries|Science, Manufacturing, and Competitiveness (Ranking Member)|Senate Committee on Health, Education, Labor, and Pensions|Employment and Workplace Safety|Primary Health and Retirement Security",
Tammy_Duckworth_IL,Tammy Duckworth,Tammy Duckworth,1968-03-12,Female,,"[{""degree"": ""BA"", ""institution"": ""university hawai\u02bbi m\u0101noa"", ""year"": null}, {""degree"": null, ""institution"": ""george washington universitymia"", ""year"": null}, {""degree"": null, ""institution"": ""northern illinois university"", ""year"": null}, {""degree"": ""PHD"", ""institution"": ""capella university"", ""year"": null}]","Senate Committee on Armed Services|Airland|Personnel|Readiness and Management Support|Senate Committee on Commerce, Science, and Transportation|Aviation, Space, and Innovation (Ranking Member)|Telecommunications and Media|Surface Transportation, Freight, Pipelines, and Safety|Senate Committee on Foreign Relations|Europe and Regional Security Cooperation|Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy (Ranking Member)|State Department and USAID Management, International Operations, and Bilateral International Development|Senate Committee on Veterans' Affairs",
Ted_Budd_NC,Ted Budd,Ted Budd,1971-10-21,Male,,"[{""degree"": ""BS"", ""institution"": ""appalachian state university"", ""year"": null}, {""degree"": null, ""institution"": ""dallas theological seminarythm"", ""year"": null}, {""degree"": ""MBA"", ""institution"": ""wake forest university"", ""year"": null}]","Senate Committee on Armed Services|Airland|Cybersecurity|Emerging Threats and Capabilities|Personnel|Senate Committee on Commerce, Science, and Transportation|Aviation, Space, and Innovation|Telecommunications and Media|Science, Manufacturing, and Competitiveness (Chairman)|Senate Committee on Small Business and Entrepreneurship|Joint Economic Committee|Senate Select Committee on Intelligence",Nondenominational
Ted_Cruz_TX,Ted Cruz,Ted Cruz,1970-12-22,Male,,"[{""degree"": ""BA"", ""institution"": ""princeton university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""harvard university"", ""year"": null}]","Senate Committee on Commerce, Science, and Transportation (Chairman)|Aviation, Space, and Innovation (Ex Officio)|Telecommunications and Media (Ex Officio)|Consumer Protection, Technology, and Data Privacy (Ex Officio)|Coast Guard, Maritime, and Fisheries (Ex Officio)|Science, Manufacturing, and Competitiveness (Ex Officio)|Surface Transportation, Freight, Pipelines, and Safety (Ex Officio)|Senate Committee on Foreign Relations|Africa and Global Health Policy (Chairman)|Near East, South Asia, Central Asia, and Counterterrorism|Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues|Senate Committee on Rules and Administration|Senate Committee on the Judiciary|Crime and Counterterrorism|Federal Courts, Oversight, Agency Action, and Federal Rights (Chairman)|Border Security and Immigration|the Constitution",Baptist
Thom_Tillis_NC,Thom Tillis,Thom Tillis,1960-08-30,Male,,"[{""degree"": null, ""institution"": ""chattanooga state community college"", ""year"": null}, {""degree"": ""BS"", ""institution"": ""university maryland university college"", ""year"": null}]","Senate Committee on Banking, Housing, and Urban Affairs|Economic Policy|Financial Institutions and Consumer Protection (Chairman)|Senate Committee on Finance|Health Care|International Trade, Customs, and Global Competitiveness|Taxation and IRS Oversight|Senate Committee on the Judiciary|Antitrust, Competition Policy, and Consumer Rights|Federal Courts, Oversight, Agency Action, and Federal Rights|Border Security and Immigration|Intellectual Property (Chairman)|Senate Committee on Veterans' Affairs|Commission on Security and Cooperation in Europe|Digital Assets",Catholic
Tim_Kaine_VA,Tim Kaine,Tim Kaine,1958-02-26,Male,,"[{""degree"": ""BA"", ""institution"": ""university missouri"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""harvard university"", ""year"": null}]","Senate Committee on Armed Services|Emerging Threats and Capabilities|Readiness and Management Support|Seapower (Ranking Member)|Senate Committee on Foreign Relations|Near East, South Asia, Central Asia, and Counterterrorism|State Department and USAID Management, International Operations, and Bilateral International Development|Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues (Ranking Member)|Senate Committee on Health, Education, Labor, and Pensions|Education and the American Family|Employment and Workplace Safety|Senate Committee on the Budget",Catholic
Tim_Scott_SC,Tim Scott,Tim Scott,1965-09-19,Male,,"[{""degree"": ""BS"", ""institution"": ""charleston southern university"", ""year"": null}]","Senate Committee on Banking, Housing, and Urban Affairs (Chairman)|Economic Policy (Ex Officio)|Financial Institutions and Consumer Protection (Ex Officio)|Housing, Transportation, and Community Development (Ex Officio)|National Security and International Trade and Finance (Ex Officio)|Securities, Insurance, and Investment (Ex Officio)|Senate Committee on Finance|Energy, Natural Resources, and Infrastructure|Health Care|International Trade, Customs, and Global Competitiveness|Senate Committee on Health, Education, Labor, and Pensions|Education and the American Family|Employment and Workplace Safety|Senate Committee on Small Business and Entrepreneurship|Digital Assets (Ex Officio)",Protestant unspecified
Tim_Sheehy_MT,Tim Sheehy,Tim Sheehy,1985-11-18,Male,,"[{""degree"": ""BS"", ""institution"": ""united states naval academy"", ""year"": null}]","Senate Committee on Armed Services|Emerging Threats and Capabilities|Readiness and Management Support|Seapower|Senate Committee on Commerce, Science, and Transportation|Aviation, Space, and Innovation|Telecommunications and Media|Coast Guard, Maritime, and Fisheries|Senate Committee on Veterans' Affairs",Lutheran
Tina_Smith_MN,Tina Smith,Tina Smith,1958-03-04,Female,,"[{""degree"": ""BA"", ""institution"": ""stanford university"", ""year"": null}, {""degree"": ""MBA"", ""institution"": ""dartmouth college"", ""year"": null}]","Senate Committee on Agriculture, Nutrition, and Forestry|Food and Nutrition, Specialty Crops, Organics, and Research|Livestock, Dairy, Poultry, and Food Safety|Rural Development, Energy, and Credit|Senate Committee on Banking, Housing, and Urban Affairs|Economic Policy|Housing, Transportation, and Community Development (Ranking Member)|Senate Committee on Finance|Fiscal Responsibility and Economic Growth (Ranking Member)|Health Care|International Trade, Customs, and Global Competitiveness|Senate Committee on Indian Affairs|Digital Assets",Presbyterian
Todd_Young_IN,Todd Young,Todd Young,1972-08-24,Male,,"[{""degree"": ""BS"", ""institution"": ""united states naval academy"", ""year"": null}, {""degree"": ""MBA"", ""institution"": ""university chicago"", ""year"": null}, {""degree"": ""MA"", ""institution"": ""university london"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""indiana university indianapolis"", ""year"": null}]","Senate Committee on Commerce, Science, and Transportation|Telecommunications and Media|Consumer Protection, Technology, and Data Privacy|Science, Manufacturing, and Competitiveness|Surface Transportation, Freight, Pipelines, and Safety (Chairman)|Senate Committee on Finance|Health Care (Chairman)|International Trade, Customs, and Global Competitiveness|Social Security, Pensions, and Family Policy|Senate Committee on Small Business and Entrepreneurship|Senate Select Committee on Intelligence",Protestant unspecified
Tom_Cotton_AR,Tom Cotton,Tom Cotton,1977-05-13,Male,,"[{""degree"": ""BA"", ""institution"": ""harvard university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""harvard university"", ""year"": null}, {""degree"": null, ""institution"": ""claremont graduate university"", ""year"": null}]","Senate Committee on Armed Services|Airland|Cybersecurity|Emerging Threats and Capabilities|Strategic Forces|Senate Committee on Energy and Natural Resources|Energy|Public Lands, Forests, and Mining|Joint Economic Committee|Senate Select Committee on Intelligence (Chairman)",Methodist
Tommy_Tuberville_AL,Tommy Tuberville,Tommy Tuberville,1954-09-18,Male,,"[{""degree"": ""BS"", ""institution"": ""southern arkansas university"", ""year"": null}]","Senate Committee on Agriculture, Nutrition, and Forestry|Commodities, Derivatives, Risk Management, and Trade|Food and Nutrition, Specialty Crops, Organics, and Research|Rural Development, Energy, and Credit|Senate Committee on Armed Services|Personnel (Chairman)|Seapower|Strategic Forces|Senate Committee on Health, Education, Labor, and Pensions|Education and the American Family (Chairman)|Employment and Workplace Safety|Senate Committee on Veterans' Affairs|Senate Special Committee on Aging",Restorationist
